year,Country,Region,Happiness Rank,Happiness Score,Standard Error,Economy (GDP per Capita),Family,Health (Life Expectancy),Freedom,Trust (Government Corruption),Generosity,Dystopia Residual,Lower Confidence Interval,Upper Confidence Interval,Social support
2020,Romania,Central and Eastern Europe,47,6.123700142,0.047432564,1.120401621,,0.79229486,0.534852326,0.000829569,-0.19781521,2.412749767,6.216668129,6.030732155,
2020,Kuwait,Middle East and Northern Africa,48,6.102099895,0.053297732,1.424833655,,0.776468933,0.570261419,0.112814933,-0.100184701,1.840167999,6.206563473,5.997636318,
2020,Mauritius,Sub-Saharan Africa,49,6.101299763,0.057226494,1.07366395,,0.763389409,0.590838134,0.084088229,-0.018318573,2.006720543,6.213463783,5.989135742,
2020,Kazakhstan,Central and Eastern Europe,50,6.057899952,0.043229785,1.122594237,,0.698788941,0.497432142,0.110463686,-0.068488635,2.021602631,6.1426301,5.973169804,
2020,Estonia,Central and Eastern Europe,51,6.021800041,0.035985194,1.192441225,,0.842615008,0.576664805,0.201766819,-0.111697771,1.629928112,6.092330933,5.95126915,
2020,Philippines,Southeastern Asia,52,6.006000042,0.049858402,0.775120676,,0.602189481,0.621915162,0.130385727,-0.105463006,2.501741886,6.103722572,5.908277512,
2020,Hungary,Central and Eastern Europe,53,6.000400066,0.039473221,1.164307117,,0.806793869,0.386401802,0.027548173,-0.194323018,2.121845722,6.077767372,5.923032761,
2020,Thailand,Southeastern Asia,54,5.998799801,0.042596295,1.007029295,,0.793855846,0.609449804,0.031837862,0.268685192,1.832384109,6.082288742,5.91531086,
2020,Argentina,Latin America and Caribbean,55,5.974699974,0.053441759,1.028465629,,0.849773705,0.520840347,0.060415059,-0.194913864,2.072540998,6.079445839,5.869954109,
2020,Honduras,Latin America and Caribbean,56,5.953199863,0.065731592,0.598763585,,0.791989982,0.568148077,0.086807102,0.086969115,2.464295387,6.082033634,5.824366093,
2020,Latvia,Central and Eastern Europe,57,5.949999809,0.034838136,1.14139545,,0.777902424,0.329198807,0.090391524,-0.186888844,2.121283054,6.018282413,5.881717205,
2020,Ecuador,Latin America and Caribbean,58,5.925199986,0.052880634,0.853383601,,0.838837743,0.555234551,0.086753383,-0.127014965,2.254933834,6.028846264,5.821553707,
2020,Portugal,Western Europe,59,5.910900116,0.053158198,1.168800831,,0.979315281,0.589895189,0.027733466,-0.220714301,1.752558708,6.015089989,5.806710243,
2020,Jamaica,Latin America and Caribbean,60,5.889800072,0.120590433,0.779058397,,0.788434088,0.553124607,0.030147785,-0.125106767,2.214436531,6.126157284,5.65344286,
2020,South Korea,Eastern Asia,61,5.872399807,0.044085015,1.245300651,,1.022542596,0.25935635,0.094596282,-0.043404032,1.946757078,5.958806515,5.785993099,
2020,Japan,Eastern Asia,62,5.870800018,0.041391667,1.26672411,,1.072881341,0.495465875,0.181439638,-0.246910349,1.486200333,5.951927662,5.789672375,
2020,Peru,Latin America and Caribbean,63,5.796800137,0.061311204,0.91854918,,0.824444175,0.513210058,0.02703266,-0.16238822,2.213499546,5.916970253,5.67663002,
2020,Serbia,Central and Eastern Europe,64,5.77820015,0.050712325,0.988181829,,0.828403294,0.395428419,0.059447147,-0.073676221,2.029040098,5.877596378,5.678803921,
2020,Bolivia,Latin America and Caribbean,65,5.747499943,0.050645422,0.730976343,,0.662445664,0.5744645,0.072942637,-0.09168113,2.425928593,5.846765041,5.648234844,
2020,Pakistan,Southern Asia,66,5.69329977,0.048216224,0.616799474,,0.469933242,0.405421734,0.122592121,0.04489987,2.976876736,5.78780365,5.598795891,
2020,Paraguay,Latin America and Caribbean,67,5.692100048,0.051957864,0.897990823,,0.735869646,0.586510062,0.065077379,0.007997713,1.83412528,5.793937683,5.590262413,
2020,Dominican Republic,Latin America and Caribbean,68,5.689199924,0.069831297,0.983191848,,0.741901696,0.5628739,0.115945682,-0.131263286,1.844246864,5.826069355,5.552330494,
2020,Bosnia and Herzegovina,Central and Eastern Europe,69,5.674099922,0.046385963,0.91839546,,0.813928187,0.305365741,0.001172487,0.098274559,2.16724205,5.765016556,5.583183289,
2020,Moldova,Central and Eastern Europe,70,5.607500076,0.042275578,0.707916796,,0.713299453,0.389571488,0.014378744,-0.037741039,2.370968342,5.690360069,5.524640083,
2020,Tajikistan,Central and Eastern Europe,71,5.555699825,0.032321576,0.474874616,,0.680594802,0.521141171,0.221779913,-0.025088511,2.25650835,5.619050026,5.492349625,
2020,Montenegro,Central and Eastern Europe,72,5.54610014,0.04898582,1.010150075,,0.839028895,0.303223848,0.098435111,-0.075600356,1.880565882,5.642112255,5.450088024,
2020,Russia,Central and Eastern Europe,73,5.546000004,0.039609671,1.126999617,,0.68044591,0.399499595,0.045699362,-0.151153743,1.815716743,5.623634815,5.468365192,
2020,Kyrgyzstan,Central and Eastern Europe,74,5.541500092,0.043677468,0.513180971,,0.680645883,0.614617765,0.030466691,0.154772058,2.060206652,5.627108097,5.455892086,
2020,Belarus,Central and Eastern Europe,75,5.539899826,0.037060037,1.018854499,,0.75258857,0.290755868,0.193607435,-0.164926544,1.8069911,5.612537384,5.467262268,
2020,North Cyprus,Western Europe,76,5.53550005,0.051037241,1.21279943,,1.026124597,0.477885723,0.199802905,0.000227159,1.23668766,5.635532856,5.435467243,
2020,Greece,Western Europe,77,5.514999866,0.046931833,1.128070116,,0.979431748,0.173516348,0.048844352,-0.300907373,2.016179085,5.606986046,5.423013687,
2020,Hong Kong,#N/A,78,5.510399818,0.046019029,1.376746058,,1.136630654,0.459356517,0.332485437,0.134979904,0.673293114,5.600596905,5.420202732,
2020,Croatia,Central and Eastern Europe,79,5.504700184,0.037783645,1.109024286,,0.900575578,0.381456882,0.012325006,-0.128538325,1.676029205,5.578756332,5.430644035,
2020,Libya,Middle East and Northern Africa,80,5.488800049,0.060677204,1.021913767,,0.615626633,0.451354057,0.172258079,-0.085054487,1.888563156,5.607727528,5.36987257,
2020,Mongolia,Eastern Asia,81,5.456200123,0.040313236,0.904872775,,0.615788162,0.355703115,0.046533126,0.098093867,1.810527563,5.535213947,5.377186298,
2020,Malaysia,Southeastern Asia,82,5.384300232,0.048802696,1.168421626,,0.788511872,0.596941531,0.062163133,0.114726797,1.319420815,5.479953289,5.288647175,
2020,Vietnam,Southeastern Asia,83,5.353499889,0.033800762,0.718092382,,0.819133997,0.650835574,0.089848459,-0.094533332,1.685977936,5.41974926,5.287250519,
2020,Indonesia,Southeastern Asia,84,5.285600185,0.047692381,0.891720712,,0.610437036,0.568161428,0.038278613,0.519586504,1.479573488,5.379077435,5.192122936,
2020,Ivory Coast,Sub-Saharan Africa,85,5.233300209,0.073095515,0.537094414,,0.154942513,0.397122532,0.093495794,-0.043991156,3.081022501,5.376567364,5.090033054,
2020,Benin,Sub-Saharan Africa,86,5.21600008,0.077759244,0.366244704,,0.328062952,0.40583989,0.125931874,-0.003537213,3.440809727,5.368408203,5.063591957,
2020,Maldives,#N/A,87,5.197599888,0.071985401,0.937864304,,0.914439559,0.548203647,0.071906492,0.038085498,1.098674774,5.338691235,5.056508541,
2020,Congo (Brazzaville),Sub-Saharan Africa,88,5.194399834,0.077028967,0.633616745,,0.458101124,0.386514395,0.118670784,-0.123674095,2.722619534,5.345376492,5.043423176,
2020,Azerbaijan,Central and Eastern Europe,89,5.164800167,0.034197241,0.990272701,,0.731134057,0.467734724,0.247307181,-0.240255281,1.507632971,5.231826782,5.097773552,
2020,Macedonia,Central and Eastern Europe,90,5.159800053,0.046761535,0.935371995,,0.802994132,0.410224587,0.024595059,-0.019877451,1.617594957,5.251452446,5.068147659,
2020,Ghana,Sub-Saharan Africa,91,5.147999763,0.058634609,0.575862467,,0.432162255,0.477290064,0.056570381,0.094170853,2.378437281,5.262923717,5.033075809,
2020,Nepal,Southern Asia,92,5.137199879,0.057692084,0.444050372,,0.66887939,0.480608255,0.127502963,0.154168829,2.014386892,5.250276566,5.024123192,
2020,Turkey,Middle East and Northern Africa,93,5.131800175,0.039838459,1.127169251,,0.781335294,0.25440076,0.120983243,-0.171046436,1.564816713,5.20988369,5.05371666,
2020,China,Eastern Asia,94,5.123899937,0.025901664,0.990533412,,0.867248535,0.601605117,0.117255554,-0.18142575,1.336181879,5.174667358,5.073132515,
2020,Turkmenistan,Central and Eastern Europe,95,5.119100094,0.029379817,1.008963585,,0.612448037,0.515236676,0.03350389,0.187671542,1.115337372,5.17668438,5.061515808,
2020,Bulgaria,Central and Eastern Europe,96,5.101500034,0.04422117,1.046554685,,0.777776897,0.417820066,0,-0.143908441,1.294961452,5.188173294,5.014826775,
2020,Morocco,Middle East and Northern Africa,97,5.094799995,0.05565045,0.75862211,,0.745096922,0.450054139,0.077385604,-0.240377247,2.378402472,5.203875065,4.985724926,
2020,Cameroon,Sub-Saharan Africa,98,5.084899902,0.067296073,0.503958046,,0.270189553,0.439242482,0.054393422,-0.00149645,2.719370842,5.216800213,4.952999592,
2020,Venezuela,Latin America and Caribbean,99,5.053199768,0.06428051,0.770238638,,0.76702553,0.271717221,0.063624777,-0.169090509,1.74484086,5.179189682,4.927209854,
2020,Algeria,Middle East and Northern Africa,100,5.005099773,0.044236008,0.943856001,,0.745418549,0.083943799,0.129190654,-0.121105164,1.840811729,5.09180212,4.918397427,
2020,Senegal,Sub-Saharan Africa,101,4.980800152,0.05276908,0.504061818,,0.518391907,0.352400899,0.081865937,-0.052335154,2.405123949,5.084227562,4.877372742,
2020,Guinea,Sub-Saharan Africa,102,4.949299812,0.073042229,0.390007734,,0.333655238,0.371878058,0.112204559,0.076328471,2.740729809,5.09246254,4.806137085,
2020,Niger,Sub-Saharan Africa,103,4.909599781,0.077208281,0.108330332,,0.298816353,0.435311615,0.137554765,0.013860817,3.017630577,5.060927868,4.758271694,
2020,Laos,Southeastern Asia,104,4.888599873,0.040268615,0.714693844,,0.486378282,0.612027287,0.194273964,0.11137148,1.621152639,4.967526436,4.809673309,
2020,Albania,Central and Eastern Europe,105,4.882699966,0.056115732,0.906653047,,0.846329629,0.461945891,0.025361285,-0.042309489,1.640897036,4.992686749,4.772713184,
2020,Cambodia,Southeastern Asia,106,4.848400116,0.058006871,0.544634938,,0.587904334,0.674940348,0.072837502,0.051911179,1.663300037,4.962093353,4.734706879,
2020,Bangladesh,Southern Asia,107,4.832799911,0.040124193,0.556156278,,0.694940507,0.604130566,0.176735908,-0.033664726,1.755261898,4.911443233,4.75415659,
2020,Gabon,Sub-Saharan Africa,108,4.829299927,0.060268242,0.988044381,,0.522574842,0.369459897,0.055804539,-0.222261623,1.735027552,4.947425842,4.711174011,
2020,South Africa,Sub-Saharan Africa,109,4.814099789,0.060023591,0.902140439,,0.407034069,0.43478182,0.05950214,-0.109777324,1.625117302,4.931746006,4.696453571,
2020,Iraq,Middle East and Northern Africa,110,4.784800053,0.077791877,0.982018709,,0.529350698,0.283588052,0.073164992,-0.06956476,1.752173662,4.937272072,4.632328033,
2020,Lebanon,Middle East and Northern Africa,111,4.771500111,0.043753985,0.889232516,,0.788671136,0.18551667,0.021518147,-0.06121527,1.53554225,4.857257843,4.685742378,
2020,Burkina Faso,Sub-Saharan Africa,112,4.768700123,0.062067267,0.302467644,,0.312833875,0.322398156,0.126408055,-0.019080516,2.588826418,4.890351772,4.647048473,
2020,Gambia,#N/A,113,4.750599861,0.067163654,0.256990552,,0.353247881,0.403419524,0.158093795,0.343198717,2.270216465,4.882240772,4.61895895,
2020,Mali,Sub-Saharan Africa,114,4.729300022,0.064362764,0.352462649,,0.234981522,0.377534449,0.062146276,-0.044366926,2.559335232,4.855451107,4.603148937,
2020,Nigeria,Sub-Saharan Africa,115,4.724100113,0.05211626,0.645901859,,0.167835936,0.435079455,0.047589935,0.033745807,2.219635487,4.826248169,4.621952057,
2020,Armenia,Central and Eastern Europe,116,4.676799774,0.058595356,0.808262408,,0.77585727,0.378075808,0.104618184,-0.13877961,1.468161583,4.791646481,4.561953068,
2020,Georgia,Central and Eastern Europe,117,4.672599792,0.043417413,0.847198069,,0.694657624,0.485494107,0.174088076,-0.22892037,1.69239831,4.757698059,4.587501526,
2020,Iran,Middle East and Northern Africa,118,4.672399998,0.055878021,1.029322505,,0.749053836,0.301195472,0.142651513,0.117891103,1.286969423,4.78192091,4.562879086,
2020,Jordan,Middle East and Northern Africa,119,4.633399963,0.058751218,0.785179198,,0.777624726,0.424855083,0.151878625,-0.162565202,1.262258053,4.748552322,4.518247604,
2020,Mozambique,#N/A,120,4.623600006,0.079284087,0.178741366,,0.324223638,0.56077534,0.163064316,0.032375868,2.221216202,4.778996944,4.468203068,
2020,Kenya,Sub-Saharan Africa,121,4.583000183,0.067804985,0.476413399,,0.536312759,0.519180536,0.067201078,0.294681519,1.684904575,4.715898037,4.450102329,
2020,Namibia,Sub-Saharan Africa,122,4.571100235,0.060983475,0.84008199,,0.40687117,0.444598973,0.054320343,-0.18530646,1.503033161,4.690628052,4.451572418,
2020,Ukraine,Central and Eastern Europe,123,4.56069994,0.049683895,0.780434608,,0.698674381,0.319423705,0.00965116,-0.030933706,1.252669334,4.658080578,4.463319302,
2020,Liberia,Sub-Saharan Africa,124,4.557899952,0.081956357,0.174103007,,0.392284274,0.405943096,0.051139876,0.04227322,2.386757851,4.71853447,4.397265434,
2020,Palestinian Territories,Middle East and Northern Africa,125,4.552800179,0.055874817,0.587819219,,0.613826573,0.29870075,0.071913652,-0.162079096,1.693985701,4.662314892,4.443285465,
2020,Uganda,Sub-Saharan Africa,126,4.43200016,0.068495452,0.312337428,,0.378311664,0.401682556,0.063818842,0.099487431,1.958671093,4.566251278,4.297749043,
2020,Chad,Sub-Saharan Africa,127,4.422699928,0.075231321,0.302287489,,0.1087441,0.228601769,0.085755408,0.017834719,2.74742651,4.570153236,4.27524662,
2020,Tunisia,Middle East and Northern Africa,128,4.392199993,0.049670532,0.874742687,,0.781156719,0.235860556,0.043899573,-0.216413811,1.528496742,4.489554405,4.294845581,
2020,Mauritania,Sub-Saharan Africa,129,4.374599934,0.055093341,0.539684892,,0.425184816,0.185714483,0.122257635,-0.106008142,1.85955739,4.482583046,4.266616821,
2020,Sri Lanka,Southern Asia,130,4.327000141,0.053085525,0.897986948,,0.792036712,0.528632462,0.049444564,0.081129618,0.611288548,4.431047916,4.222952366,
2020,Congo (Kinshasa),Sub-Saharan Africa,131,4.31099987,0.108998232,0.062487468,,0.277212054,0.36462298,0.081466645,0.083637655,2.437864304,4.524636269,4.097363472,
2020,Swaziland,#N/A,132,4.308100224,0.07145194,0.827539742,,0.215585828,0.299935788,0.146765873,-0.19920142,1.686207294,4.448145866,4.168054581,
2020,Myanmar,Southeastern Asia,133,4.308000088,0.042949215,0.67809093,,0.495443076,0.597478867,0.187530354,0.560663998,0.681462526,4.392180443,4.223819733,
2020,Comoros,Sub-Saharan Africa,134,4.288599968,0.084340192,0.415620774,,0.437383324,0.181028232,0.100048535,0.090008408,2.17276907,4.453906536,4.1232934,
2020,Togo,Sub-Saharan Africa,135,4.187200069,0.062506773,0.268116266,,0.342731178,0.303539038,0.114826456,0.002667875,2.409595251,4.309713364,4.064686775,
2020,Ethiopia,Sub-Saharan Africa,136,4.186200142,0.038915094,0.315125644,,0.483846247,0.41256687,0.117437035,0.043377332,1.628459215,4.262473583,4.109926701,
2020,Madagascar,Sub-Saharan Africa,137,4.165599823,0.057542104,0.244553208,,0.500617027,0.192967549,0.076248638,-0.011823639,2.136298418,4.278382301,4.052817345,
2020,Egypt,Middle East and Northern Africa,138,4.151400089,0.035979424,0.875228941,,0.596911311,0.373684734,0.095461793,-0.196878314,1.158818245,4.221919537,4.080880642,
2020,Sierra Leone,Sub-Saharan Africa,139,3.926399946,0.061150789,0.240560383,,0.203953966,0.382027686,0.047940936,0.088660747,2.046271801,4.046255589,3.806544304,
2020,Burundi,Sub-Saharan Africa,140,3.775300026,0.107122384,0,,0.295212835,0.275399059,0.212186828,-0.017551597,2.401507378,3.98526001,3.565340042,
2020,Zambia,Sub-Saharan Africa,141,3.759399891,0.06067669,0.536833763,,0.36359334,0.49131754,0.086705238,0.078037128,1.134339333,3.878326178,3.640473604,
2020,Haiti,Latin America and Caribbean,142,3.720799923,0.101463005,0.284734428,,0.37436673,0.169297516,0.161935672,0.40053457,1.619916916,3.919667482,3.521932364,
2020,Lesotho,#N/A,143,3.652800083,0.082120985,0.45493874,,0.100934811,0.409367532,0.050483823,-0.145732045,1.445513964,3.813757181,3.491842985,
2020,India,Southern Asia,144,3.573299885,0.027702235,0.730576158,,0.54057014,0.581142247,0.105587982,0.057551607,0.734130859,3.627596378,3.519003391,
2020,Malawi,Sub-Saharan Africa,145,3.538000107,0.070260517,0.176534727,,0.446163297,0.487389833,0.131633952,0.021433279,1.552718282,3.675710678,3.400289536,
2020,Yemen,Middle East and Northern Africa,146,3.527400017,0.054158084,0.392701775,,0.41500017,0.243721485,0.087352127,-0.157735437,1.116472721,3.633549929,3.421250105,
2020,Botswana,Sub-Saharan Africa,147,3.478899956,0.060542691,0.997548997,,0.494101733,0.50908941,0.101786368,-0.250394493,0.257240534,3.597563744,3.360236168,
2020,Tanzania,Sub-Saharan Africa,148,3.476200104,0.06320975,0.457163125,,0.442677855,0.509343088,0.203880861,0.109668687,0.718963385,3.600091219,3.352308989,
2020,Central African Republic,#N/A,149,3.475899935,0.115182951,0.041072082,,0,0.292814463,0.028264718,0.082410358,2.860197544,3.701658487,3.250141382,
2020,Rwanda,Sub-Saharan Africa,150,3.312299967,0.052425209,0.343242675,,0.572383285,0.604087889,0.485542476,0.055483952,0.548444986,3.415053368,3.209546566,
2020,Zimbabwe,Sub-Saharan Africa,151,3.299200058,0.058674462,0.425564021,,0.375037611,0.37740472,0.080928579,-0.072063953,0.841031075,3.414201975,3.184198141,
2020,South Sudan,Sub-Saharan Africa,152,2.816600084,0.107610404,0.289082974,,0.208809033,0.065609254,0.111156799,0.016518548,1.378751278,3.027516365,2.605683804,
2020,Afghanistan,Southern Asia,153,2.566900015,0.031311426,0.30070585,,0.266051531,0,0.001225785,-0.0964294,1.507235646,2.628270388,2.505529642,
